gender,height_mm,weight_kg,chest_circumference_mm,waist_circumference_mm,hip_breadth_mm,neck_circumference_mm,shoulder_circumference_mm,arm_length_mm,thigh_circumference_mm,calf_circumference_mm,leg_length_mm,chest_cm,waist_cm,hip_cm,clothing_size
Male,1870,1092,1197,1020,366,390,1262,982,717,438,1219,119.7,102.0,36.6,XXL
Male,1772,663,900,775,313,375,1093,877,515,352,1165,90.0,77.5,31.3,S
Male,1805,1072,1213,1128,374,420,1251,923,689,443,1148,121.3,112.8,37.4,XXXL
Male,1820,1147,1237,1094,389,420,1340,923,713,427,1186,123.7,109.4,38.9,XXL
Male,1579,546,879,730,284,366,1022,736,508,342,1030,87.9,73.0,28.4,S
Male,1678,859,1172,976,330,422,1235,890,620,388,1069,117.2,97.6,33.0,XL
Male,1858,976,1141,1002,355,402,1207,945,622,400,1217,114.1,100.2,35.5,XL
Male,1773,870,1054,883,351,392,1148,920,644,405,1158,105.4,88.3,35.1,L
Male,1821,697,876,806,338,354,1105,920,566,350,1178,87.6,80.6,33.8,M
Male,1846,942,1060,997,373,427,1264,938,632,408,1189,106.0,99.7,37.3,XL
Male,1737,620,910,741,305,343,1070,844,558,355,1098,91.0,74.1,30.5,S
Male,1737,940,1131,1029,360,430,1168,865,648,439,1079,113.1,102.9,36.0,XL
Male,1693,735,986,895,334,392,1137,878,605,367,1066,98.6,89.5,33.4,L
Male,1782,809,1029,944,345,387,1177,886,599,383,1101,102.9,94.4,34.5,L
Male,1759,1045,1202,1147,411,410,1216,916,721,388,1123,120.2,114.7,41.1,XXXL
Male,1732,1069,1217,1139,380,428,1319,890,729,426,1117,121.7,113.9,38.0,XXXL
Male,1707,826,1086,1032,357,398,1142,840,623,375,1092,108.6,103.2,35.7,XL
Male,1751,713,967,771,336,376,1141,899,560,352,1137,96.7,77.1,33.6,M
Male,1763,907,1052,957,363,400,1194,892,678,424,1116,105.2,95.7,36.3,L
Male,1804,876,1058,938,356,383,1220,888,636,394,1165,105.8,93.8,35.6,L
Male,1742,1128,1197,1159,387,455,1313,910,741,433,1101,119.7,115.9,38.7,XXXL
Male,1823,1063,1237,1153,373,413,1235,875,709,401,1166,123.7,115.3,37.3,XXXL
Male,1807,673,946,800,317,370,1044,852,537,352,1131,94.6,80.0,31.7,M
Male,1775,893,1177,1013,338,415,1211,920,590,388,1176,117.7,101.3,33.8,XL
Male,1797,784,1030,874,325,380,1167,920,584,388,1148,103.0,87.4,32.5,L
Male,1731,717,970,871,316,383,1130,880,564,359,1138,97.0,87.1,31.6,M
Male,1744,776,921,857,343,385,1164,870,623,397,1112,92.1,85.7,34.3,M
Male,1673,749,1017,828,331,404,1184,863,621,383,1071,101.7,82.8,33.1,M
Male,1648,694,948,793,318,364,1113,847,586,417,1045,94.8,79.3,31.8,M
Male,1868,801,988,772,328,375,1200,979,562,387,1192,98.8,77.2,32.8,M
Male,1773,778,1017,890,338,372,1125,912,582,407,1153,101.7,89.0,33.8,L
Male,1923,924,1066,893,337,380,1192,962,648,413,1248,106.6,89.3,33.7,L
Male,1779,885,1066,981,367,406,1145,940,679,398,1145,106.6,98.1,36.7,XL
Male,1811,757,977,840,337,393,1106,928,573,381,1152,97.7,84.0,33.7,M
Male,1715,938,1108,1035,348,412,1192,885,668,432,1104,110.8,103.5,34.8,XL
Male,1747,924,1127,1133,366,413,1184,888,673,359,1176,112.7,113.3,36.6,XXXL
Male,1744,888,1111,988,346,440,1228,903,601,403,1159,111.1,98.8,34.6,XL
Male,1783,661,940,825,330,373,1092,886,546,352,1188,94.0,82.5,33.0,M
Male,1764,910,1145,967,343,411,1226,931,647,409,1146,114.5,96.7,34.3,XL
Male,1701,809,1091,982,326,402,1171,914,569,374,1112,109.1,98.2,32.6,XL
Male,1724,621,880,825,341,353,1049,876,558,337,1084,88.0,82.5,34.1,M
Male,1765,796,1038,879,333,401,1153,905,595,376,1131,103.8,87.9,33.3,L
Male,1630,636,914,752,295,364,1140,845,542,353,996,91.4,75.2,29.5,S
Male,1713,608,892,719,302,365,1116,911,514,352,1135,89.2,71.9,30.2,S
Male,1838,1210,1226,1084,427,416,1295,978,792,437,1157,122.6,108.4,42.7,XXL
Male,1704,855,1152,959,335,402,1196,858,617,384,1076,115.2,95.9,33.5,XL
Male,1772,744,982,873,332,372,1116,860,588,346,1140,98.2,87.3,33.2,M
Male,1846,1114,1259,1083,364,418,1347,990,692,417,1177,125.9,108.3,36.4,XXL
Male,1805,913,1106,920,353,398,1198,918,649,420,1156,110.6,92.0,35.3,XL
Male,1805,1074,1159,1052,359,460,1261,926,674,440,1189,115.9,105.2,35.9,XXL
Male,1680,713,999,897,331,382,1098,870,598,363,1047,99.9,89.7,33.1,L
Male,1839,902,1011,926,350,402,1152,968,621,429,1177,101.1,92.6,35.0,L
Male,1723,829,1060,901,352,409,1145,913,614,395,1131,106.0,90.1,35.2,L
Male,1800,869,1057,936,360,397,1190,880,642,374,1174,105.7,93.6,36.0,L
Male,1861,866,997,864,367,374,1117,939,641,385,1177,99.7,86.4,36.7,M
Male,1724,772,1073,859,328,390,1195,883,589,385,1037,107.3,85.9,32.8,L
Male,1812,801,1002,836,347,393,1191,915,606,381,1151,100.2,83.6,34.7,M
Male,1664,725,994,886,324,407,1150,860,612,355,1067,99.4,88.6,32.4,L
Male,1706,667,941,722,307,365,1086,866,553,383,1079,94.1,72.2,30.7,M
Male,1687,680,942,820,323,371,1079,850,587,372,1050,94.2,82.0,32.3,M
Male,1858,1079,1157,1075,374,430,1256,983,679,435,1217,115.7,107.5,37.4,XXL
Male,1629,745,991,1003,352,376,1158,847,638,369,1063,99.1,100.3,35.2,XL
Male,1856,792,975,842,344,378,1123,910,608,377,1233,97.5,84.2,34.4,M
Male,1757,1052,1167,1062,360,448,1274,924,712,431,1167,116.7,106.2,36.0,XXL
Male,1750,663,929,765,323,356,1104,897,570,361,1092,92.9,76.5,32.3,S
Male,1735,905,1126,1011,366,402,1179,910,644,404,1116,112.6,101.1,36.6,XL
Male,1739,587,864,750,324,353,1042,858,543,332,1087,86.4,75.0,32.4,S
Male,1634,687,972,899,323,396,1101,827,571,354,1016,97.2,89.9,32.3,L
Male,1772,1090,1235,1166,382,433,1281,906,678,405,1166,123.5,116.6,38.2,XXXL
Male,1600,576,890,744,301,347,1058,815,544,338,1005,89.0,74.4,30.1,S
Male,1657,922,1058,1048,362,432,1165,855,720,430,1044,105.8,104.8,36.2,XXL
Male,1898,815,983,913,337,382,1181,975,562,382,1189,98.3,91.3,33.7,L
Male,1830,912,1019,902,337,388,1155,968,658,385,1241,101.9,90.2,33.7,L
Male,1712,850,1084,973,348,420,1194,860,636,382,1069,108.4,97.3,34.8,XL
Male,1693,920,1104,1011,362,453,1250,889,669,411,1085,110.4,101.1,36.2,XL
Male,1910,1442,1279,1328,443,484,1314,971,812,459,1262,127.9,132.8,44.3,XXXL
Male,1817,739,1017,850,334,357,1126,897,594,351,1208,101.7,85.0,33.4,M
Male,1790,1062,1175,1089,363,452,1268,945,691,451,1187,117.5,108.9,36.3,XXL
Male,1789,1049,1206,1071,373,407,1306,930,692,406,1151,120.6,107.1,37.3,XXL
Male,1728,660,953,825,344,360,1145,910,533,358,1128,95.3,82.5,34.4,M
Male,1684,622,914,864,316,371,1058,843,541,338,1099,91.4,86.4,31.6,M
Male,1861,1022,1101,1003,334,436,1252,953,676,427,1216,110.1,100.3,33.4,XL
Male,1763,697,915,785,337,367,1129,912,550,366,1117,91.5,78.5,33.7,S
Male,1952,939,1034,890,357,390,1227,984,616,412,1243,103.4,89.0,35.7,L
Male,1750,793,986,830,358,383,1136,911,657,388,1084,98.6,83.0,35.8,M
Male,1763,899,1088,1017,343,379,1176,917,648,409,1118,108.8,101.7,34.3,XL
Male,1854,727,948,785,337,361,1121,911,549,357,1172,94.8,78.5,33.7,M
Male,1669,690,963,791,318,385,1109,866,572,365,1085,96.3,79.1,31.8,M
Male,1858,1140,1211,1071,370,474,1350,961,690,427,1209,121.1,107.1,37.0,XXL
Male,1786,995,1162,1028,357,450,1187,904,665,399,1178,116.2,102.8,35.7,XL
Male,1712,887,1091,976,362,408,1224,915,640,403,1091,109.1,97.6,36.2,XL
Male,1752,894,1069,960,352,392,1144,888,637,423,1132,106.9,96.0,35.2,XL
Male,1653,842,1077,976,349,381,1159,868,657,396,1072,107.7,97.6,34.9,XL
Male,1687,804,1006,900,338,392,1170,885,643,397,1059,100.6,90.0,33.8,L
Male,1689,760,997,943,345,372,1124,865,619,368,1090,99.7,94.3,34.5,L
Male,1674,913,1090,1046,355,410,1254,913,690,413,1063,109.0,104.6,35.5,XXL
Male,1819,673,931,754,310,355,1070,890,557,364,1152,93.1,75.4,31.0,S
Male,1788,857,1037,905,329,413,1165,868,644,360,1138,103.7,90.5,32.9,L
Male,1679,688,964,767,311,390,1127,900,562,361,1066,96.4,76.7,31.1,M
Male,1763,885,1087,964,342,382,1194,907,638,399,1118,108.7,96.4,34.2,XL
Male,1733,708,964,753,300,368,1135,900,576,386,1119,96.4,75.3,30.0,M
Male,1703,743,1011,817,325,405,1135,850,574,359,1097,101.1,81.7,32.5,M
Male,1814,985,1081,1010,379,392,1206,890,704,430,1130,108.1,101.0,37.9,XL
Male,1825,902,1095,1005,361,410,1184,920,639,382,1174,109.5,100.5,36.1,XL
Male,1815,852,981,836,323,388,1194,958,605,407,1192,98.1,83.6,32.3,M
Male,1778,851,1020,882,347,392,1177,897,628,402,1131,102.0,88.2,34.7,L
Male,1744,685,963,863,311,367,1065,849,547,365,1129,96.3,86.3,31.1,M
Male,1781,1065,1205,1151,381,448,1215,882,701,425,1131,120.5,115.1,38.1,XXXL
Male,1716,1044,1181,1052,368,459,1229,905,721,450,1119,118.1,105.2,36.8,XXL
Male,1766,968,1149,982,344,444,1210,910,637,429,1162,114.9,98.2,34.4,XL
Male,1736,902,1092,951,360,415,1266,937,637,405,1089,109.2,95.1,36.0,L
Male,1810,938,1157,935,370,397,1259,960,626,421,1198,115.7,93.5,37.0,XL
Male,1839,928,1084,999,347,404,1212,920,662,379,1185,108.4,99.9,34.7,XL
Male,1668,873,1084,974,365,396,1180,880,656,419,1072,108.4,97.4,36.5,XL
Male,1784,769,1048,928,338,378,1108,890,559,352,1128,104.8,92.8,33.8,L
Male,1757,892,1083,915,356,390,1214,917,680,392,1172,108.3,91.5,35.6,L
Male,1777,963,1184,1070,355,422,1216,919,611,380,1126,118.4,107.0,35.5,XXL
Male,1749,947,1115,994,346,400,1240,915,670,418,1160,111.5,99.4,34.6,XL
Male,1842,665,946,812,347,350,1080,890,510,322,1194,94.6,81.2,34.7,M
Male,1782,754,980,822,325,378,1113,890,565,384,1129,98.0,82.2,32.5,M
Male,1734,935,1123,1024,354,429,1234,890,659,412,1106,112.3,102.4,35.4,XL
Male,1897,950,1121,964,353,393,1241,951,633,384,1200,112.1,96.4,35.3,XL
Male,1650,822,1127,963,334,376,1232,830,625,361,1027,112.7,96.3,33.4,XL
Male,1760,1052,1167,1020,382,433,1258,946,720,435,1113,116.7,102.0,38.2,XL
Male,1837,747,992,830,298,403,1194,966,583,326,1177,99.2,83.0,29.8,M
Male,1718,845,1042,883,328,384,1187,924,657,405,1142,104.2,88.3,32.8,L
Male,1654,843,1102,1031,345,397,1174,877,613,384,1074,110.2,103.1,34.5,XL
Male,1834,925,1106,1048,365,407,1159,910,673,400,1231,110.6,104.8,36.5,XXL
Male,1810,926,1044,992,370,396,1160,922,658,382,1125,104.4,99.2,37.0,XL
Male,1722,750,967,904,332,388,1087,864,577,387,1072,96.7,90.4,33.2,L
Male,1646,733,1015,920,322,403,1084,857,582,380,1054,101.5,92.0,32.2,L
Male,1728,815,1057,992,347,384,1145,860,598,374,1116,105.7,99.2,34.7,XL
Male,1761,875,1077,915,344,392,1194,873,636,414,1097,107.7,91.5,34.4,L
Male,1780,770,966,930,338,364,1117,889,599,367,1146,96.6,93.0,33.8,L
Male,1719,869,1152,1024,358,414,1154,880,632,382,1101,115.2,102.4,35.8,XL
Male,1830,850,983,861,331,404,1170,896,626,400,1165,98.3,86.1,33.1,M
Male,1751,962,1182,1026,342,430,1224,930,602,404,1129,118.2,102.6,34.2,XXL
Male,1758,811,1029,884,353,413,1204,906,579,416,1125,102.9,88.4,35.3,L
Male,1681,857,1122,983,328,397,1204,880,592,389,1066,112.2,98.3,32.8,XL
Male,1805,879,1042,957,357,387,1135,931,624,398,1135,104.2,95.7,35.7,L
Male,1766,882,1112,981,337,431,1225,916,622,407,1107,111.2,98.1,33.7,XL
Male,1740,712,928,826,313,367,1120,847,572,370,1117,92.8,82.6,31.3,M
Male,1768,832,1036,925,339,400,1122,886,614,398,1138,103.6,92.5,33.9,L
Male,1703,742,1006,863,321,394,1100,832,594,382,1053,100.6,86.3,32.1,M
Male,1845,833,1043,850,349,383,1220,932,600,388,1144,104.3,85.0,34.9,L
Male,1853,1151,1195,1072,370,442,1312,954,694,428,1242,119.5,107.2,37.0,XXL
Male,1756,792,1072,878,347,370,1169,878,626,387,1095,107.2,87.8,34.7,L
Male,1858,862,992,915,360,395,1135,924,636,404,1203,99.2,91.5,36.0,L
Male,1763,753,1038,812,345,375,1133,856,595,383,1091,103.8,81.2,34.5,L
Male,1758,823,998,933,352,385,1125,912,643,384,1141,99.8,93.3,35.2,L
Male,1768,837,1017,847,349,380,1195,907,623,405,1109,101.7,84.7,34.9,M
Male,1801,932,1118,987,343,434,1180,893,642,389,1128,111.8,98.7,34.3,XL
Male,1761,879,1051,956,338,399,1224,904,655,368,1160,105.1,95.6,33.8,L
Male,1756,819,1067,942,357,412,1157,865,595,373,1118,106.7,94.2,35.7,L
Male,1830,1061,1192,1087,365,409,1268,961,691,421,1232,119.2,108.7,36.5,XXL
Male,1726,733,992,865,337,379,1113,853,583,362,1095,99.2,86.5,33.7,M
Male,1718,818,1031,965,348,399,1155,865,646,402,1111,103.1,96.5,34.8,XL
Male,1717,907,1118,991,362,400,1118,894,661,398,1097,111.8,99.1,36.2,XL
Male,1811,875,1116,974,364,382,1200,945,623,360,1154,111.6,97.4,36.4,XL
Male,1780,902,1078,903,337,421,1230,913,622,423,1138,107.8,90.3,33.7,L
Male,1664,663,1008,761,311,374,1142,824,533,365,1007,100.8,76.1,31.1,M
Male,1751,740,984,773,316,388,1143,902,611,380,1143,98.4,77.3,31.6,M
Male,1972,1093,1143,1066,406,430,1209,1007,702,425,1258,114.3,106.6,40.6,XXL
Male,1699,661,945,750,300,383,1123,901,540,346,1134,94.5,75.0,30.0,M
Male,1819,993,1116,983,358,431,1253,925,676,437,1142,111.6,98.3,35.8,XL
Male,1665,766,1037,945,331,392,1106,816,576,377,1036,103.7,94.5,33.1,L
Male,1567,619,961,828,307,350,1054,786,544,370,993,96.1,82.8,30.7,M
Male,1686,792,1082,847,330,416,1231,918,602,357,1146,108.2,84.7,33.0,L
Male,1771,984,1116,1065,364,433,1167,922,649,413,1133,111.6,106.5,36.4,XXL
Male,1800,774,1009,798,322,392,1153,920,583,374,1170,100.9,79.8,32.2,M
Male,1783,879,1174,980,349,394,1251,910,609,388,1176,117.4,98.0,34.9,XL
Male,1756,928,1094,1044,354,412,1231,896,668,401,1124,109.4,104.4,35.4,XXL
Male,1722,803,972,876,358,375,1146,871,654,390,1122,97.2,87.6,35.8,M
Male,1761,884,1078,957,364,401,1216,935,636,395,1176,107.8,95.7,36.4,L
Male,1850,836,990,830,357,377,1166,930,591,388,1159,99.0,83.0,35.7,M
Male,1816,810,1043,895,335,372,1166,880,596,367,1183,104.3,89.5,33.5,L
Male,1772,936,1109,933,358,420,1237,944,646,393,1126,110.9,93.3,35.8,XL
Male,1735,619,908,784,294,369,1089,877,516,352,1120,90.8,78.4,29.4,S
Male,1705,772,1042,840,328,388,1132,882,619,409,1101,104.2,84.0,32.8,L
Male,1803,908,1018,973,365,393,1162,895,675,386,1181,101.8,97.3,36.5,XL
Male,1750,661,949,815,337,362,1133,875,549,360,1147,94.9,81.5,33.7,M
Male,1777,1090,1167,1112,392,409,1250,933,746,440,1185,116.7,111.2,39.2,XXL
Male,1759,957,1120,1022,374,422,1211,910,656,421,1118,112.0,102.2,37.4,XL
Male,1787,877,1094,896,343,377,1168,915,632,373,1167,109.4,89.6,34.3,L
Male,1766,991,1123,1076,362,422,1214,911,684,415,1120,112.3,107.6,36.2,XXL
Male,1762,603,888,720,298,330,1047,868,493,358,1161,88.8,72.0,29.8,S
Male,1688,791,988,921,337,400,1100,843,658,393,1107,98.8,92.1,33.7,L
Male,1850,791,991,813,340,385,1168,980,565,408,1253,99.1,81.3,34.0,M
Male,1764,771,976,821,308,372,1147,925,589,397,1162,97.6,82.1,30.8,M
Male,1798,927,1037,935,368,405,1199,887,668,426,1122,103.7,93.5,36.8,L
Male,1678,801,1062,897,352,378,1142,858,643,413,1082,106.2,89.7,35.2,L
Male,1738,969,1175,1028,342,427,1277,916,671,422,1175,117.5,102.8,34.2,XL
Male,1739,775,1018,958,344,383,1165,880,596,392,1155,101.8,95.8,34.4,L
Male,1577,564,858,735,305,346,1025,798,551,346,1020,85.8,73.5,30.5,S
Male,1707,728,993,823,323,366,1126,907,599,366,1126,99.3,82.3,32.3,M
Male,1863,1033,1109,1018,374,424,1196,956,676,437,1204,110.9,101.8,37.4,XL
Male,1820,710,949,867,348,353,1082,929,555,351,1168,94.9,86.7,34.8,M
Male,1816,948,1092,938,353,391,1205,900,667,395,1161,109.2,93.8,35.3,L
Male,1856,1020,1112,1011,399,382,1188,930,742,416,1210,111.2,101.1,39.9,XL
Male,1806,935,1038,916,333,407,1180,900,659,409,1197,103.8,91.6,33.3,L
Male,1934,1007,1112,1000,397,403,1225,980,658,418,1274,111.2,100.0,39.7,XL
Male,1774,688,945,777,332,392,1116,886,529,385,1134,94.5,77.7,33.2,M
Male,1800,941,1126,984,360,420,1267,924,637,393,1215,112.6,98.4,36.0,XL
Male,1673,690,977,820,317,373,1119,872,557,365,1116,97.7,82.0,31.7,M
Male,1944,1126,1151,980,343,416,1341,1058,710,437,1268,115.1,98.0,34.3,XL
Male,1841,935,1067,941,356,400,1210,943,648,400,1183,106.7,94.1,35.6,L
Male,1761,932,1094,943,331,376,1176,895,696,414,1156,109.4,94.3,33.1,L
Male,1872,979,1076,914,362,394,1230,949,670,412,1233,107.6,91.4,36.2,L
Male,1726,917,1172,1081,354,429,1144,900,672,385,1148,117.2,108.1,35.4,XXL
Male,1764,850,1076,978,338,410,1152,883,621,395,1125,107.6,97.8,33.8,XL
Male,1670,542,878,677,295,341,1059,850,483,354,1048,87.8,67.7,29.5,S
Male,1765,948,1110,1062,379,411,1160,913,647,429,1134,111.0,106.2,37.9,XXL
Male,1720,858,1146,990,342,384,1127,906,613,413,1080,114.6,99.0,34.2,XL
Male,1718,913,1138,1040,342,413,1172,890,609,402,1108,113.8,104.0,34.2,XXL
Male,1784,834,1066,921,341,368,1141,890,628,403,1131,106.6,92.1,34.1,L
Male,1651,891,1112,1024,346,420,1175,829,658,436,1044,111.2,102.4,34.6,XL
Male,1808,988,1112,1073,350,422,1219,901,649,420,1160,111.2,107.3,35.0,XXL
Male,1740,801,1014,908,346,388,1147,880,641,396,1113,101.4,90.8,34.6,L
Male,1710,940,1143,1072,344,438,1210,870,647,408,1069,114.3,107.2,34.4,XXL
Male,1804,1002,1188,1016,369,426,1302,956,678,427,1163,118.8,101.6,36.9,XXL
Male,1719,898,1109,1002,358,407,1199,892,627,402,1050,110.9,100.2,35.8,XL
Male,1794,645,902,772,309,346,1086,881,538,348,1142,90.2,77.2,30.9,S
Male,1736,623,886,787,316,349,1087,850,536,343,1076,88.6,78.7,31.6,S
Male,1616,769,1047,918,347,381,1200,854,628,393,1022,104.7,91.8,34.7,L
Male,1744,627,917,725,303,366,1120,916,539,350,1121,91.7,72.5,30.3,S
Male,1816,855,1047,952,358,380,1160,937,634,410,1202,104.7,95.2,35.8,L
Male,1749,855,1076,985,332,362,1207,890,639,383,1125,107.6,98.5,33.2,XL
Male,1749,881,1143,951,365,398,1220,900,638,380,1124,114.3,95.1,36.5,XL
Male,1668,765,1082,893,327,378,1215,880,591,383,1046,108.2,89.3,32.7,L
Male,1575,628,991,860,310,372,1103,782,561,352,985,99.1,86.0,31.0,M
Male,1708,756,1034,883,338,390,1155,893,575,370,1116,103.4,88.3,33.8,L
Male,1645,813,1048,896,353,399,1215,860,639,380,1074,104.8,89.6,35.3,L
Male,1825,956,1083,918,359,402,1215,945,659,418,1188,108.3,91.8,35.9,L
Male,1800,765,1004,891,353,370,1108,902,577,385,1152,100.4,89.1,35.3,L
Male,1810,823,1044,843,346,390,1180,933,607,390,1196,104.4,84.3,34.6,L
Male,1718,825,1041,896,344,386,1130,844,638,414,1102,104.1,89.6,34.4,L
Male,1808,1100,1138,1022,397,427,1257,950,751,436,1195,113.8,102.2,39.7,XL
Male,1814,773,991,870,326,386,1187,907,596,387,1134,99.1,87.0,32.6,M
Male,1649,807,1073,975,338,395,1152,843,627,384,1049,107.3,97.5,33.8,XL
Male,1857,1099,1176,1097,381,415,1237,932,694,411,1202,117.6,109.7,38.1,XXL
Male,1765,1059,1238,1187,369,414,1258,913,715,406,1146,123.8,118.7,36.9,XXXL
Male,1748,1044,1165,1055,395,401,1260,920,721,459,1136,116.5,105.5,39.5,XXL
Male,1730,846,1057,1028,357,392,1125,882,603,387,1122,105.7,102.8,35.7,XL
Male,1870,1223,1238,1217,398,424,1250,944,721,452,1194,123.8,121.7,39.8,XXXL
Male,1870,1000,1059,1036,346,399,1175,957,664,438,1213,105.9,103.6,34.6,XL
Male,1780,835,978,874,347,392,1156,900,623,420,1133,97.8,87.4,34.7,M
Male,1761,690,982,850,332,363,1117,866,588,353,1139,98.2,85.0,33.2,M
Male,1793,1002,1125,1011,372,412,1206,896,667,433,1137,112.5,101.1,37.2,XL
Male,1781,941,1053,953,375,385,1195,915,690,420,1146,105.3,95.3,37.5,L
Male,1705,834,1134,975,338,433,1194,874,583,359,1076,113.4,97.5,33.8,XL
Male,1761,1145,1223,1164,383,419,1277,881,763,443,1134,122.3,116.4,38.3,XXXL
Male,1836,833,1056,947,352,392,1213,956,612,373,1202,105.6,94.7,35.2,L
Male,1639,945,1213,1093,366,408,1202,850,659,421,1010,121.3,109.3,36.6,XXL
Male,1809,868,1109,956,347,400,1180,917,620,378,1184,110.9,95.6,34.7,XL
Male,1738,938,1137,1041,357,453,1210,881,647,405,1139,113.7,104.1,35.7,XXL
Male,1751,966,1104,1086,358,442,1228,889,653,416,1097,110.4,108.6,35.8,XXL
Male,1741,1008,1127,1058,331,435,1235,855,672,420,1121,112.7,105.8,33.1,XXL
Male,1707,921,1119,1049,358,455,1205,890,694,395,1091,111.9,104.9,35.8,XXL
Male,1736,1023,1127,1053,357,451,1248,885,712,416,1108,112.7,105.3,35.7,XXL
Male,1649,949,1185,1024,376,429,1149,860,657,408,1099,118.5,102.4,37.6,XXL
Male,1767,950,1126,1038,353,426,1196,905,655,378,1098,112.6,103.8,35.3,XL
Male,1831,1135,1166,1088,422,399,1267,936,758,453,1166,116.6,108.8,42.2,XXL
Male,1621,735,1058,977,337,376,1114,845,572,383,1057,105.8,97.7,33.7,XL
Male,1747,748,1018,790,339,367,1173,910,582,366,1088,101.8,79.0,33.9,M
Male,1728,765,1002,796,338,389,1171,872,592,412,1091,100.2,79.6,33.8,M
Male,1801,842,1029,868,330,386,1180,923,608,394,1169,102.9,86.8,33.0,L
Male,1814,886,1054,873,356,393,1220,920,648,397,1147,105.4,87.3,35.6,L
Male,1870,726,957,820,349,372,1118,950,558,357,1180,95.7,82.0,34.9,M
Male,1861,829,1021,946,337,391,1167,922,583,376,1214,102.1,94.6,33.7,L
Male,1806,828,1012,895,366,399,1171,908,607,376,1160,101.2,89.5,36.6,L
Male,1794,917,1128,980,372,370,1185,888,654,397,1162,112.8,98.0,37.2,XL
Male,1805,1064,1174,1073,375,442,1283,916,693,416,1132,117.4,107.3,37.5,XXL
Male,1843,804,1012,854,337,377,1157,905,612,388,1157,101.2,85.4,33.7,M
Male,1993,947,1034,899,354,382,1177,997,644,407,1273,103.4,89.9,35.4,L
Male,1847,951,1112,994,372,412,1237,976,673,406,1168,111.2,99.4,37.2,XL
Male,1694,714,996,860,331,370,1140,826,587,346,1089,99.6,86.0,33.1,M
Male,1673,578,899,722,308,348,1080,832,516,345,1045,89.9,72.2,30.8,S
Male,1874,803,1017,845,348,382,1123,940,604,397,1221,101.7,84.5,34.8,M
Male,1736,775,1076,906,328,421,1114,905,587,362,1113,107.6,90.6,32.8,L
Male,1789,938,1133,942,366,409,1265,960,656,416,1171,113.3,94.2,36.6,XL
Male,1672,962,1177,1070,391,402,1236,865,709,408,1048,117.7,107.0,39.1,XXL
Male,1721,822,1017,932,342,408,1106,846,636,376,1067,101.7,93.2,34.2,L
Male,1864,880,1074,906,343,384,1234,959,605,385,1213,107.4,90.6,34.3,L
Male,1840,955,1151,980,372,386,1218,939,656,404,1196,115.1,98.0,37.2,XL
Male,1774,596,857,725,318,353,1053,850,484,330,1112,85.7,72.5,31.8,S
Male,1664,794,1060,921,344,391,1141,888,624,393,1100,106.0,92.1,34.4,L
Male,1781,682,904,774,325,364,1115,917,538,363,1133,90.4,77.4,32.5,S
Male,1778,863,1034,926,342,380,1162,908,611,413,1111,103.4,92.6,34.2,L
Male,1760,801,1007,825,320,379,1199,930,628,398,1160,100.7,82.5,32.0,M
Male,1730,723,962,833,320,388,1165,882,603,359,1170,96.2,83.3,32.0,M
Male,1890,1023,1114,891,351,412,1339,938,662,431,1240,111.4,89.1,35.1,XL
Male,1926,1010,1048,918,341,417,1292,982,684,419,1254,104.8,91.8,34.1,L
Male,1795,830,1068,902,327,375,1176,880,597,366,1127,106.8,90.2,32.7,L
Male,1730,784,1027,876,337,380,1135,897,632,391,1065,102.7,87.6,33.7,L
Male,1785,1069,1151,1011,381,431,1280,962,708,464,1140,115.1,101.1,38.1,XL
Male,1805,809,1039,835,332,411,1201,915,597,372,1153,103.9,83.5,33.2,L
Male,1638,794,1047,931,341,412,1155,867,644,399,1078,104.7,93.1,34.1,L
Male,1789,606,906,731,317,348,1044,865,495,343,1135,90.6,73.1,31.7,S
Male,1685,654,961,798,320,365,1101,865,561,333,1068,96.1,79.8,32.0,M
Male,1693,748,1040,860,333,397,1117,853,626,392,1070,104.0,86.0,33.3,L
Male,1700,682,968,742,315,396,1120,827,532,358,1051,96.8,74.2,31.5,M
Male,1738,833,1041,925,343,390,1133,855,628,403,1115,104.1,92.5,34.3,L
Male,1862,1025,1173,1000,379,419,1220,946,659,426,1217,117.3,100.0,37.9,XL
Male,1696,828,1051,860,347,401,1171,860,663,406,1083,105.1,86.0,34.7,L
Male,1798,891,1061,893,354,397,1199,933,653,407,1121,106.1,89.3,35.4,L
Male,1768,949,1128,995,366,414,1240,937,661,410,1161,112.8,99.5,36.6,XL
Male,1629,702,979,920,331,385,1081,823,598,357,1022,97.9,92.0,33.1,L
Male,1866,1223,1277,1110,378,456,1296,1000,704,443,1190,127.7,111.0,37.8,XXXL
Male,1894,954,1159,1032,367,415,1230,977,607,396,1216,115.9,103.2,36.7,XL
Male,1648,727,1041,868,327,410,1076,845,588,363,1056,104.1,86.8,32.7,L
Male,1788,1008,1187,1064,362,429,1326,944,681,403,1163,118.7,106.4,36.2,XXL
Male,1808,880,1115,1002,368,395,1160,914,613,393,1186,111.5,100.2,36.8,XL
Male,1847,1103,1158,1137,378,414,1222,931,692,436,1152,115.8,113.7,37.8,XXXL
Male,1676,700,933,799,309,376,1113,864,611,377,1077,93.3,79.9,30.9,S
Male,1774,861,1076,912,349,395,1190,888,631,383,1137,107.6,91.2,34.9,L
Male,1660,786,1053,894,361,378,1168,871,634,383,1037,105.3,89.4,36.1,L
